user,text,score,ID,Thumbs Up Count,date,sentiment,sentiment_description,interpreted_sentiment,sentiment_score,,,,
Pablo Torres,Excelente la respuesta ante cualquier duda,5,gp:AOqpTOGl35VT0nukDK1thSnSfGBjQrIsTdlGUrf2ux-4KKKy3DcVp9ImJDjA29Cp4iFZSt1qLV0eMq7Ya8wP1Go,0,2021-06-29 13:52,"The sentiment of the text is generally positive. The word ""excelente"" indicates a high level of satisfaction, and the phrase ""la respuesta ante cualquier duda"" suggests that the speaker is appreciative of the response or solution provided to their doubts or questions.",Excelente la respuesta ante cualquier duda,positive,1,,,,
gonzacrak,Buena aplicacion,4,gp:AOqpTOFRQhwuRkeY2774j-AwvqUOPGGhA-QaIQNEtZdnqHH1YXRVBJG_AcFM88UzF9dzAWcJ4Kx9_VMsCsGHveE,0,2021-06-29 13:51,"The sentiment of the text is positive. The text is in Spanish and translates to ""Good application"" in English. This indicates a positive opinion or satisfaction with the application being referred to.",Buena aplicacion,positive,1,,,,
Oscar Andres Agudelo Garzon,Excelente!!!,5,gp:AOqpTOEL4AqQxlEYU7JksAxsNCNKqpMbH-0k0W9pTmhZWLBlqn1E8obeVsJ_ofacbCvdGc-ZHD-IylHNyUIMHuA,0,2021-06-29 13:46,"The sentiment of the text is positive. The word ""Excelente"" translates to ""Excellent"" in English, which is a positive adjective. The use of three exclamation marks further emphasizes the strong positive emotion.",Excelente!!!,positive,1,,,,
duniel otaño,Profecional,5,gp:AOqpTOE-SOrx9Y36frL6oAPweoerEusNiQ8NN5mkqe3AMjLVSH2KaazrfQSZG14CRytyztNELQ2ga85ia6GcmKs,0,2021-06-29 13:42,"The sentiment of the word ""Profecional"" is neutral. It seems to be a misspelling of the word ""Professional"". However, without any additional context or information, it's impossible to determine a positive or negative sentiment. The word ""Professional"" itself doesn't convey any specific emotion or sentiment, it's a neutral term.",Profecional,positive,1,,,,
Joan manuel Diaz salinas,Estan pagando los domicilios muy bajo,2,gp:AOqpTOEwgwZxkpFUvEwpFF5-Iqggmoip668U0xOQ6T86RAxdBtVHGxczEbdommT-lG2uKiObsEpYVvEP1upwm1U,0,2021-06-29 13:41,"The sentiment of the text is negative. The text translates to ""They are paying very low for deliveries."" This indicates dissatisfaction or disappointment with the low payment for deliveries, hence the negative sentiment.",Estan pagando los domicilios muy bajo,negative,-1,,,,
Salvador Gonzalez,Excelente,5,gp:AOqpTOEoVoTNVvjz6XuE_rX0zdgUF7wjLe3Z3tyC7SPvxBbGA_DdUt4m-047k6-tJcEdL_-5SrLQPLtCy5gR61E,0,2021-06-29 13:32,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Jorge Ibarra Rodriguez,"Mejoren su soporte, la aplicasion faya cada vez mas,",2,gp:AOqpTOGwfrgB4L1jIJXd01t2wxPhwXDttcy8cVmH9hmiZwzfsGbtLEM4oc2aT6L0IYaKwPYBgY5ohoeXlysvQn4,1,2021-06-29 13:23,"The sentiment of the text is negative. The speaker is expressing dissatisfaction with the support provided for an application, stating that it fails increasingly. The use of words like ""mejoren"" (improve) and ""faya cada vez mas"" (fails more and more) indicates a negative experience and a demand for improvement.","Mejoren su soporte, la aplicasion faya cada vez mas,",negative,-1,,,,
Magno Torres,Regular,3,gp:AOqpTOEtCzFp2eWs8av-8RyD9SwIFyAyfrmMXOPXFVpctDECmSfxVbNuzJUUYW5yiHNJhF3Tr054XmR9OaYLvOE,0,2021-06-29 13:19,"The sentiment of the text ""Regular"" is neutral. The term itself does not convey any positive or negative emotion or tone, it simply denotes something that is usual or standard.",Regular,neutral,0,,,,
jose leon,Excelente aplicacion,5,gp:AOqpTOH6ay1svU-KXspJPZ569eZGbtGGiOCY0nUuDCGGZPmYPkJZ22JtQ244RxtBzCgK0RLQ6qM0C5FS1859-YM,0,2021-06-29 13:19,"The sentiment of the text is positive. The text is in Spanish and translates to ""Excellent application"". The use of the word ""excellent"" indicates a high level of satisfaction or approval, which is a positive sentiment.",Excelente aplicacion,positive,1,,,,
Hector Miguel Flores Diaz,"Bastante mala con sus actualizaciones y de soporte ni se diga. Los de rappi tienen la idea que la ciudad de México es plana, cuadrada y libre para todos los RTs. Los tiempos que piden para las distancias que debes rocorrer son absurdos!! Ni pex, es lo que hay por el momento!!",1,gp:AOqpTOEEOChwve6Ya86Gb4qXIjRcD_5b75lCn5jfTpdU4EoVO3b8lZR7169wRTz_TpDU9yK4NLodr-CrRqKqpfs,0,2021-06-29 13:09,"The sentiment of the text is generally negative. The author expresses dissatisfaction with updates and support, criticizes the company's understanding of the city's geography, and finds the expected delivery times unreasonable. The phrase ""Ni pex, es lo que hay por el momento!!"" suggests resignation to the current situation, further reinforcing the negative sentiment.","Bastante mala con sus actualizaciones y de soporte ni se diga. Los de rappi tienen la idea que la ciudad de Mexico es plana, cuadrada y libre para todos los RTs. Los tiempos que piden para las distancias que debes rocorrer son absurdos!! Ni pex, es lo que hay por el momento!!",negative,-1,,,,
Josué Grapanzano,es buena es solo q habeses es muy largo el trayecto en bici para el pago... y la selfi cada ves q me desconecto...,4,gp:AOqpTOH6oBo3IXRQlUgZ6S6YLGRZ3QjQSyk3pk_aJ6oSmFNwWly-wXxyDKGdIRWOW-BBEschO_eALUDGUUfmKHY,0,2021-06-29 13:08,"The sentiment of the text is generally neutral with a slight negative undertone. The user seems to be expressing a mild dissatisfaction with certain aspects of a service or experience, specifically mentioning that the bike route is sometimes too long for the payment and the requirement to take a selfie every time they disconnect. However, they also acknowledge that it is good, which adds a positive element to the sentiment.",es buena es solo q habeses es muy largo el trayecto en bici para el pago... y la selfi cada ves q me desconecto...,negative,-1,,,,
Tomas Lara,Buena,5,gp:AOqpTOEF__j_GeNXr09b5BzyjrLnzX08Pe5TNzk388dEr7lRU6_B3cBiigLHJ-eMYAeL-fNIa1_LYM4W26H5Yjs,0,2021-06-29 13:07,"The sentiment of the text ""Buena"" is neutral. This is a Spanish word that translates to ""good"" in English. However, without additional context, it's difficult to determine the sentiment as it could be used in various contexts. The word itself does not convey a particularly strong positive or negative emotion.",Buena,positive,1,,,,
Pamela Caceres,Esta muy buena,5,gp:AOqpTOHuPXRNX-f9fnFetW21Y-f5OBukz0aIN49JiZRhIyi3F431FyntkgYX6dBUvuQB7vHob_ITRr13VtDSPWg,0,2021-06-29 13:02,"The sentiment of the text is generally positive. The phrase ""Esta muy buena"" is Spanish and translates to ""It's very good"" in English. This indicates a positive sentiment as the speaker expresses approval or satisfaction about something.",Esta muy buena,positive,1,,,,
TeamfGamePlay,"Me estan afectando la tarde de finalizacion por que los aliados no han cambiado lo horarios de atencion y cuando uno va ya esta cerrado, o los clientes cuando piden un mercado de varios productos y por que no hay solo 1 lo cancelan, también falta contacto del cliente por que servicio al cliente se demora mucho en contestar, siempre trabajo en autoaceptar y estaba en Diamante y ahora por culpa de esos problemas estoy en bronce",4,gp:AOqpTOEt2oJZqeOZTJKki4IWWwp8jaWDVYL_KrlO7lAZFEGetKE4nMPjBHAyZua0oKvl8BSN6hvzdgJVHd8uVB4,0,2021-06-29 12:56,"The sentiment of the text is generally negative. The author expresses dissatisfaction and frustration with several issues. They are upset about the closing times of their allies, the cancellation of orders due to the unavailability of a single product, and the slow response time of customer service. They also express disappointment about their downgrade from ""Diamante"" to ""Bronce"", which seems to be a ranking or status system, due to these problems.","Me estan afectando la tarde de finalizacion por que los aliados no han cambiado lo horarios de atencion y cuando uno va ya esta cerrado, o los clientes cuando piden un mercado de varios productos y por que no hay solo 1 lo cancelan, también falta contacto del cliente por que servicio al cliente se demora mucho en contestar, siempre trabajo en autoaceptar y estaba en Diamante y ahora por culpa de esos problemas estoy en bronce",negative,-1,,,,
Anderson Diaz,buen bueno,5,gp:AOqpTOHb_cl1osv49aL44c2wKDPFwGSvTib2WGgEOw5QGM8qzwHInx5XrMGKkAduZoG1dSAgfki53edYt5yDyc4,0,2021-06-29 12:55,"The sentiment of the text ""buen bueno"" is generally positive. Both ""buen"" and ""bueno"" are Spanish words that translate to ""good"" in English. The repetition of positive words indicates a positive sentiment. However, without a broader context, it's difficult to provide a more detailed analysis.",buen bueno,positive,1,,,,
Miikii Granados,Excelente,5,gp:AOqpTOEczd5dZEdxOoNhX5IeI_msd4Lwr_t4szyMQXP3EonmTms6QGTbQq51t2PE6Z-ApMtjKuPg5tsbefltujM,0,2021-06-29 12:55,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Edgar Reyes,Esta chida!!!,5,gp:AOqpTOFbjUEetaoRrNFlkucgn53o297WvdUsCc8xXaKyK5Z35qVdwFnvzfTq1HT8ngdsNoWe7aJ39YjCuWfBeyA,0,2021-06-29 12:54,"The sentiment of the text is generally positive. The phrase ""Esta chida!!!"" is Spanish slang, which translates to ""It's cool!!!"" in English. The use of exclamation marks indicates enthusiasm or excitement, which contributes to the positive sentiment.",Esta chida!!!,positive,1,,,,
jesus Muñoz,Esta perfecta,5,gp:AOqpTOFw3gN-lEEJ59ZIIYsoxqG7VCBDihxjmylwj7h9FQELvljzDKGM3HINNdFj9xmJZPvlizwmCRisoCQetIY,0,2021-06-29 12:46,"The sentiment of the text is positive. The phrase ""Esta perfecta"" is Spanish and translates to ""It's perfect"" in English. This indicates a high level of satisfaction or approval, which is associated with a positive sentiment.",Esta perfecta,positive,1,,,,
carlos lopez,Buena facil de usar,5,gp:AOqpTOGg1OLI23WHHj2sVBG6TANgQFt9cJd5UvcRxepe5wPY8uZm9WY7emTg2qGa3X2gXm2ba21B-GWfkULbgUQ,0,2021-06-29 12:45,"The sentiment of the text is positive. The text is in Spanish and translates to ""Good, easy to use."" This indicates a positive opinion or experience with something, as the words ""good"" and ""easy to use"" have positive connotations.",Buena facil de usar,positive,1,,,,
jesman duvan galindo clavijo,Porqueria de aplicacion llevo varios dias y ni un solo pedido que asco de aplicacion y para un Soporte no sirven de nada mejor irce a otra aplicacion de domicilio que perder el tiempo en esta,1,gp:AOqpTOHGWuWALkJ_JcmyAYYMJuHN0NUgTb_471ROV3ENpeij1J6Zk_u64Tfu9vojoIlFbeig00vlpLsqAoELAZQ,0,2021-06-29 12:45,"The sentiment of the text is negative. The author expresses dissatisfaction and frustration with an application, using strong negative language such as ""Porqueria"" (garbage), ""asco"" (disgust), and ""perder el tiempo"" (waste of time). They also criticize the support service, implying it's useless, and suggest going to another delivery application. This overall negative tone indicates a poor experience with the application.",Porqueria de aplicacion llevo varios dias y ni un solo pedido que asco de aplicacion y para un Soporte no sirven de nada mejor irce a otra aplicacion de domicilio que perder el tiempo en esta,negative,-1,,,,
jesus david ocampo castillo,bien,5,gp:AOqpTOEXHJoJjJSiU_xEaPUfUuuJROcqkrc6Q8eGh5lNQmKZtkZeO6MLEWUZJcAlZj0usGDEk95bQD-TirSPltY,0,2021-06-29 12:41,"The sentiment of the text ""bien"" is generally positive. The word ""bien"" is Spanish and translates to ""good"" or ""well"" in English, which conveys a positive sentiment. However, without additional context, a more detailed analysis is not possible.",bien,positive,1,,,,
Cristian Ivan Martinez,"Buena app para trabajar repartiendo , algunas veces falla cuando no aparece las reservas y deberia haber recompensas diferenciadas entre Auto , Moto y Bicicleta",4,gp:AOqpTOEh7EyIUHFFORHC8rxdwgRkzy7GSuff_XsmRuwsGggMcD0r4fTwTbVBbIVvvhkxvd8T2UOytTjVXATw5jU,0,2021-06-29 12:41,"The sentiment of the text is generally neutral. The user acknowledges the usefulness of the app for work (""Buena app para trabajar repartiendo""), which is a positive sentiment. However, they also mention some issues with the app (""algunas veces falla cuando no aparece las reservas""), which is a negative sentiment. They also suggest improvements (""deberia haber recompensas diferenciadas entre Auto , Moto y Bicicleta""), which can be seen as a neutral sentiment as it's neither a complaint nor a compliment, but a suggestion for improvement.","Buena app para trabajar repartiendo , algunas veces falla cuando no aparece las reservas y deberia haber recompensas diferenciadas entre Auto , Moto y Bicicleta",neutral,0,,,,
Jhonn Varela,"Pésima aplicación, desde que me registre estoy inhabilitado, el centro de ayuda no sirve, las oficinas ya no existen en la ciudad y ya a pasado un mes sin respuesta",1,gp:AOqpTOG-syLoE73rj3RVAyFBA1SoUkqdaee5OtExOWbkliuid1799wJ7eePhjRp67ACrzzevCon9xv6ltom2d4g,0,2021-06-29 12:35,"The sentiment of the text is negative. The user expresses dissatisfaction with an application, mentioning that they have been disabled since registration, the help center is not useful, the offices no longer exist in the city, and they have not received a response for a month. These statements all indicate a negative experience and frustration.","Pésima aplicación, desde que me registre estoy inhabilitado, el centro de ayuda no sirve, las oficinas ya no existen en la ciudad y ya a pasado un mes sin respuesta",negative,-1,,,,
Gaton Gaton,"ya 4 qños en servicio y No son capaces de tener una aplicacion q no este fallando a toda hora , q medriocres seguramente hijos de padres medriocres , q no son capaces , qtoda hora callendose y son tan descarados q se lavan las manos con su letrerito revisa internet y uno con internet full, pidien do foto a toda hora,claro lloviendo,de noche conduciendo foto q MEDIOCRES si me pongo a decir el resto no acabo 4 qños con una app mediocre ...",1,gp:AOqpTOFz8SJy2zJtrxAiyR4qzGTATeM4tDRNHE2aPyuyz_YVquO29kqbyory42RqQKLzA97ZNQkW1y3k0PyzvFM,1,2021-06-29 12:31,"The sentiment of the text is negative. The author expresses frustration and dissatisfaction with a service, specifically an application that is constantly failing. The use of words such as ""mediocres"" (mediocre), ""fallando"" (failing), ""descarados"" (shameless), and ""app mediocre"" (mediocre app) indicate a strong negative sentiment. The author also criticizes the service providers for their inability to fix the issues and for their perceived lack of responsibility.","ya  en servicio y No son capaces de tener una aplicacion q no este fallando a toda hora , q medriocres seguramente hijos de padres medriocres , q no son capaces , qtoda hora callendose y son tan descarados q se lavan las manos con su letrerito revisa internet y uno con internet full, pidien do foto a toda hora,claro lloviendo,de noche conduciendo foto q MEDIOCRES si me pongo a decir el resto no acabo  con una app mediocre ...",negative,-1,,,,
Mariano Herrera,"No tuve oportunidad de usar la app,por lo tanto no puedo dar puntuacion",1,gp:AOqpTOFCXI1yrbIkBS5EYeCyGkfXdHGW1oXu6XIniQ2OHrBowKsE4XJW3cK5PKvvvMTKpMJan80XvHkrfn9F6Oc,0,2021-06-29 12:27,"The sentiment of the text is neutral. The user is stating that they did not have the opportunity to use the app, therefore they cannot give a rating. There is no positive or negative emotion conveyed in this statement, it is simply a factual statement.","No tuve oportunidad de usar la app,por lo tanto no puedo dar puntuacion",neutral,0,,,,
mariano guerrero,Exelente aplicacion de trabajo,5,gp:AOqpTOF6E4w0O0oPHeAZJUiNvGOS8p41ZKL9E4lGRa_TNkExLXOx4d7xHaCNtL4XhJOsg7iRAHDBmv2ZoHqxqlY,0,2021-06-29 12:20,"The sentiment of the text is positive. The text is in Spanish and translates to ""Excellent work application"". The use of the word ""excellent"" indicates a high level of satisfaction or approval, which is a positive sentiment.",Exelente aplicacion de trabajo,positive,1,,,,
Juan Pablo Castrillon,"Muy mala app, tras de que por errores de la app y la tarjeta de rappi no puedes terminar y hacer bien un servicio te cobran como si fuera tu culpa después de perder mucho tiempo te quitan dinero",1,gp:AOqpTOHje6X311r_VPlx4eNn7wP4wbLjbnUlDkpBR8FqUmhqXJo9duqd8OXo-cjX8jfoaXwPQg5hbAZPTKUx-dQ,0,2021-06-29 12:14,"The sentiment of the text is negative. The user expresses dissatisfaction with the app, mentioning issues with the app and the card, inability to complete a service properly, being charged as if it was their fault, and losing money after wasting a lot of time. These phrases all contribute to a negative sentiment.","Muy mala app, tras de que por errores de la app y la tarjeta de rappi no puedes terminar y hacer bien un servicio te cobran como si fuera tu culpa después de perder mucho tiempo te quitan dinero",negative,-1,,,,
lucas matias cabrera,Excelente La app,5,gp:AOqpTOEoSTzKlWB-03KU9Ck9uxIANqgNXmGtm62Qq9tRfAQP_tFEqClqykV1Wn-GqPeJ5SXwoUBrX3QEQPx47kI,0,2021-06-29 12:07,"The sentiment of the text is positive. The word ""Excelente"" is a Spanish word that translates to ""excellent"" in English, which is a positive adjective. The user is expressing a positive opinion about ""La app"" (the app), indicating satisfaction or approval.",Excelente La app,positive,1,,,,
duajajw byk,"Una lastima, ojala se fundan no se descarguen esta aplicacion son unos garcas me tenian que dar 4000 y me dieron 90 pesos",1,gp:AOqpTOGiCbHhpKTROAEeeVr3SxTWNOaFZ7TumpSDE53k1OORGPpsjhUTAK-FCkRgdn81x-bkbzoHmXsKmMDzdfE,0,2021-06-29 12:05,"The sentiment of the text is negative. The author expresses disappointment and dissatisfaction with a certain application, indicating that they were supposed to receive 4000 (presumably a currency unit), but only received 90. The use of phrases like ""Una lastima"" (a pity), ""ojala se fundan"" (hopefully they go bankrupt), and ""son unos garcas"" (they are swindlers) further emphasize the negative sentiment.","Una lastima, ojala se fundan no se descarguen esta aplicacion son unos garcas me tenian que dar 4000 y me dieron 90 pesos",negative,-1,,,,
Gabriel Chable,Exelente,5,gp:AOqpTOGvaX9fHzamzz5BKbfwHVZVEO_qPY0KDsPfr95UIjSUmJtAR_bxlOgFu7vU4P49kYYZXht5xdpChF0yhLU,0,2021-06-29 12:03,"The sentiment of the text is positive. The word ""Exelente"" is a misspelling of ""Excelente"", which means ""excellent"" in Spanish. This word is generally used to express a high degree of satisfaction or approval, which is a positive sentiment.",Exelente,positive,1,,,,
marcos alberto diaz ayala,Muy buen ingreso...,5,gp:AOqpTOGgGik-7lmAr6nlg5ItLigeQj-piC0czC0-Fhq-3K-1bw-5bauWsDXMVA80-JoEyfcfBpo4WfJ5DRwWCog,0,2021-06-29 11:57,"The sentiment of the text is generally positive. The phrase ""Muy buen ingreso"" translates to ""Very good income"" in English. The use of the word ""buen"" or ""good"" indicates a positive sentiment.",Muy buen ingreso...,positive,1,,,,
Yeferson Angrino,Una porqueria rappi,1,gp:AOqpTOGViokxSIEqomSmrMq0BDcGt5ZZeyd-njIrmyZ4johau5zvI30_T-PkAjpouqNAQVGRsNSL6iPt14a9VLI,1,2021-06-29 11:45,"The sentiment of the text is negative. The phrase ""Una porqueria rappi"" is in Spanish and translates to ""Rappi is garbage"" in English. This indicates a strong negative sentiment towards Rappi, which is a delivery service company. The use of the word ""porqueria"" (garbage) suggests dissatisfaction or disappointment.",Una porqueria rappi,negative,-1,,,,
Jose Manuel Quiroz Casas,Muy buena,5,gp:AOqpTOFRGJdBCY3ojepoKQSjpwRT_l7S7OvDtq7fO8Tki8LvU8QC3snbiNwEWX4iap1RozP9wi684mPnVZmfNzg,0,2021-06-29 11:44,"The sentiment of the text is positive. The phrase ""Muy buena"" is Spanish and translates to ""very good"" in English, which indicates a positive sentiment or approval.",Muy buena,positive,1,,,,
Cent gomez,Sin letras,5,gp:AOqpTOHrB77ivyONK6EVeU5AVWvTusgU4TSR4geKSBkm-RTXecY9gANFP63RHNHJKWgZfPcFsP1gt1nfPEjUHd4,0,2021-06-29 11:41,"The text ""Sin letras"" is Spanish and translates to ""Without letters"" in English. This phrase is neutral in sentiment as it does not convey any positive or negative emotions or attitudes. It simply states a fact or condition without any emotional context.",Sin letras,neutral,0,,,,
Eduardo Alonso,Muy buena felicidades,5,gp:AOqpTOH1lE7CyLYL47I-hU98FeA3Ea89jf1YJjmkpoAQjb-dRSacNi19lvPYI16oacAyxFtYROTc8_stUBgQAYM,0,2021-06-29 11:39,"The sentiment of the text is positive. The Spanish phrase ""Muy buena felicidades"" translates to ""Very good, congratulations"" in English. This indicates a positive sentiment as it expresses approval and congratulatory sentiments.",Muy buena felicidades,positive,1,,,,
olger Pizarro Mer,Si uno libera un pedido se lo cobran aun que nunca lo recibiera es injusto no se las recomiendo,4,gp:AOqpTOEUVVAlFSimi91botOuHp1UNjJ3EWErPxvuzCxjuV63VOjOVQdz_iK0lIhv2nJNyWSZEUtzHcbZJEp5mNk,0,2021-06-29 11:38,"The sentiment of the text is negative. The author expresses dissatisfaction and a sense of injustice, as indicated by phrases like ""es injusto"" (it's unfair) and ""no se las recomiendo"" (I don't recommend it). The context suggests a negative experience related to a transaction or service, possibly involving a charge for an order that was never received.",Si uno libera un pedido se lo cobran aun que nunca lo recibiera es injusto no se las recomiendo,negative,-1,,,,
memo Robles,Excelente aplicacion para ganar ingresos de muchas formas ya que la aplicacion tiene muchas opciones para los usuarios!! ---------BONO $1200--------- Ingresa este codigo ----556143--- al registrarte y si haces 30 pedidos en 15 dias ganas $1200 pesos de bono!!!! AL REGISTRARTE INGRESA ~~>556143<~~,5,gp:AOqpTOGuhTE5A94FIXV3DdjBadbRlG3MqNyIWuGbuhxfT99BC2MxFF4GS6UfIkj_rNplpnyFlu-oN47eb77AHnE,0,2021-06-29 11:36,"The sentiment of the text is generally positive. The text is promoting an application that provides various ways to earn income, which is a positive aspect. The use of exclamation marks and phrases like ""Excelente aplicacion"" (excellent application) and ""ganar ingresos de muchas formas"" (earn income in many ways) contribute to the positive sentiment. The text also offers a bonus, which is another positive element.",Excelente aplicacion para ganar ingresos de muchas formas ya que la aplicacion tiene muchas opciones para los usuarios!! ---------BONO $1200--------- Ingresa este codigo ----556143--- al registrarte y si haces 30 pedidos en 15 dias ganas $1200 pesos de bono!!!! AL REGISTRARTE INGRESA ~~>556143<~~,positive,1,,,,
Jrf Rdft,Excelente como ingreso extra,5,gp:AOqpTOGlcBS5YdVsAGhIS9jBGp2w_XaCkS4YW86b5bzo6bG58jRf6x-5dWphhFI-__oWiLEzDcIOB-M7526azZ0,0,2021-06-29 11:35,"The sentiment of the text is generally positive. The word ""excelente"" translates to ""excellent"" in English, which is a positive adjective. The phrase ""como ingreso extra"" means ""as extra income,"" which also carries a positive connotation as it suggests an increase in income or financial gain. Therefore, the overall sentiment is positive as the text expresses a positive opinion about something being an excellent source of extra income.",Excelente como ingreso extra,positive,1,,,,
Omar Hernandez,Excelente aplicacion,5,gp:AOqpTOF0yNFMhwJpt2n8cHdqvmjeoX79HkZRlJPDUZe_DlBMt-E2VtEvWc-wxV982mTXuG-YvQjFV7ebCDH2Hq4,0,2021-06-29 11:22,"The sentiment of the text is positive. The text is in Spanish and translates to ""Excellent application"". The use of the word ""excelente"" indicates a high level of satisfaction or approval, which is a positive sentiment.",Excelente aplicacion,positive,1,,,,
UrielGildardo GM,Excelente servicio,5,gp:AOqpTOEN-SMzXMeGj6u454UZT6Lxj_eCEcZzhArpNmy94V58DgGM89ACC9sMuTRxL2-LY8cNpjnWQOyuvAksBgg,0,2021-06-29 11:19,"The sentiment of the text is positive. The phrase ""Excelente servicio"" translates to ""Excellent service"" in English, which indicates a high level of satisfaction and positive experience.",Excelente servicio,positive,1,,,,
Elias Castillo Sanchez,A mi me parece muy buena la aplicacion siempre puntuales en los pagos y las tarifas para repartir no son tan malas el problema es que mucha gente vive en lugares muy feos y con calles en muy mal estado lo cual provocan que el pedido no llegue como debe de ser y nos dan malas calificaciones a nosotros,5,gp:AOqpTOEzfkyjyCkcLAXulGLoGBRdXCvwoE7UzorHDzlk8TU7GnWhlQ8GniOPkU8H-x70WIDXA8mcRqJpcsjMHss,0,2021-06-29 11:14,"The sentiment of the text is mixed. The author starts with a positive sentiment, expressing satisfaction with the application, its punctuality in payments, and its delivery rates. However, the sentiment turns negative when the author discusses the problem of delivering to areas with poor living conditions and bad roads, which leads to poor ratings for the delivery personnel.",A mi me parece muy buena la aplicacion siempre puntuales en los pagos y las tarifas para repartir no son tan malas el problema es que mucha gente vive en lugares muy feos y con calles en muy mal estado lo cual provocan que el pedido no llegue como debe de ser y nos dan malas calificaciones a nosotros,positive,1,,,,
Ezequiel figueredo,Genial,5,gp:AOqpTOGcUEhC3-QFUoDXNU5EbbP-Pr6ujvrqz4qrHSrtr70gV9iX8RGH2R8RJZGGivPY6dDxNoBVsaJ2DMUKzs8,0,2021-06-29 11:11,"The sentiment of the text ""Genial"" is positive. The word ""genial"" is often used to express approval or satisfaction, indicating a positive sentiment.",Genial,positive,1,,,,
Josia Maria Platese Contreras,Funciona de 10,5,gp:AOqpTOEhw9Y3XIwNX69wptlgwYZ81gxy8U2K5dWf5OoPH3LwDHoj4TlVm07XpcAXUOWprp-6kue6pPP-v-eahPI,0,2021-06-29 10:58,"The sentiment of the text is positive. The phrase ""Funciona de 10"" is Spanish and translates to ""It works great"" or ""It works 10 out of 10"" in English. This indicates satisfaction and approval, hence a positive sentiment.",Funciona de 10,positive,1,,,,
Gustavo Borjas,Es excelente,5,gp:AOqpTOH774GYEw2cBFICl6Pf4-9ZXlXmF9pHSgpFNQatNlACIFLYnf84s3aMxsCSWxJ4XYtAHqjJSFFnjz_kYJQ,0,2021-06-29 10:36,"The sentiment of the text is positive. The phrase ""Es excelente"" is Spanish and translates to ""It's excellent"" in English. The word ""excellent"" conveys a strong positive emotion or sentiment.",Es excelente,positive,1,,,,
ALEXIS GONZALEZ,Muy buena app,5,gp:AOqpTOHQBjVEnRSxe39kCcBW4HGsGF6ng4P31iWw-UTKzKXARknDt4fNmEQ0r9kth2VDVlAORE05NEv6-k9q5Io,0,2021-06-29 10:30,"The sentiment of the text is positive. The text is in Spanish and translates to ""Very good app"". The use of the word ""muy buena"" (very good) indicates a positive sentiment towards the app.",Muy buena app,positive,1,,,,
Luis Ssaenz,Cool,5,gp:AOqpTOEIFNMH6LlrvgiwR3qdwKcDpiCly0JoT6IGhcFTigWOrkvIi0brutNCYZCyHFf27tieZ-6UMPt1aTP0UVg,0,2021-06-29 10:25,"The sentiment of the text ""Cool"" is generally neutral. The term ""cool"" is often used to express approval or acceptance, but without additional context, it's difficult to determine the exact sentiment. It doesn't convey a particularly strong positive or negative emotion.",Cool,positive,1,,,,
Matias Videla,Me parece buena,4,gp:AOqpTOEnyhRsJmikoSH0wwPRNuwQTN4P2-2xMGme_UtJjFcT7xOFai19k8984lleCOy8Ry0YqeqwBkCNiWjEkaI,0,2021-06-29 10:00,"The sentiment of the text is generally positive. The phrase ""Me parece buena"" translates to ""It seems good to me"" in English, indicating a positive opinion or approval of something.",Me parece buena,positive,1,,,,
Carlos Vlasquez,Bien como para arrancar👍🏿,4,gp:AOqpTOEWMrN1RbMImpUzduquBYhzS5W2p6mEXX8lWDUencKYRfOFuNq8ILGAx3NIkqp0iiZLMzzR4USb3RNT6fE,0,2021-06-29 9:45,"The sentiment of the text is generally positive. The phrase ""Bien como para arrancar"" translates to ""Good to start"" in English, which indicates a positive or optimistic outlook. The thumbs-up emoji further reinforces this positive sentiment.",Bien como para arrancar👍🏿,positive,1,,,,
Oscar Suarez,No me aparece la opcion para colocar mi cuenta bancaria,1,gp:AOqpTOFGQDVHU19OIEtYIt64o0mBm13FNiZqLNdvnhk6g1XhZa_Yu5bZuWEReyS3-F0Z67bNLf_P9l2qzyrttJE,0,2021-06-29 9:35,The sentiment of the text is neutral. The user is stating a fact or problem they are experiencing - they can't find the option to add their bank account. There is no explicit positive or negative emotion conveyed in this statement.,No me aparece la opcion para colocar mi cuenta bancaria,neutral,0,,,,
franklin omar,Muy buena oportunidad de trabajo gracias dios les bendiga,5,gp:AOqpTOE5Z2zNR07Ir92gpWGD9TYH_5iKNOQoLNge2HZRflxp9oK2IKHwv7pzuP0yNeqQqDFcrwNx0BdmIWR8pmk,0,2021-06-29 9:27,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""Very good job opportunity, thank God, bless you."" The use of phrases like ""very good job opportunity"" and ""God bless you"" indicates a positive sentiment, expressing gratitude and well-wishing.",Muy buena oportunidad de trabajo gracias dios les bendiga,positive,1,,,,
